event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786183633780566915,2026-08-08T20:07:13.780,0.15,0,0
MOVE_STOP,1786183636792182975,2026-08-08T20:07:16.792,0,0,0
