event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786502226568276516,2026-08-12T12:37:06.568,0.1,0,0
MOVE_CALL_RETURN,1786502226568382896,2026-08-12T12:37:06.568,0.1,0,0
