event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786506831893119383,2026-08-12T13:53:51.893,0,0.3,0.5
MOVE_CALL_RETURN,1786506831893232538,2026-08-12T13:53:51.893,0,0.3,0.5
