event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786182615824529432,2026-08-08T19:50:15.824,0.15,0,0
MOVE_STOP,1786182618835295109,2026-08-08T19:50:18.835,0,0,0
