event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789629392815187416,2026-09-17T17:16:32.815,HandStand,14
HANDSTAND_CALL_RETURN,1789629397860049879,2026-09-17T17:16:37.860,HandStand,14
