event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789629082225881770,2026-09-17T17:11:22.225,HandStand,10
HANDSTAND_CALL_RETURN,1789629087259879162,2026-09-17T17:11:27.259,HandStand,10
