event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789639902978278109,2026-09-17T20:11:42.978,HandStand,27
HANDSTAND_CALL_RETURN,1789639907997151521,2026-09-17T20:11:47.997,HandStand,27
