event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786182355022503171,2026-08-08T19:45:55.022,0.15,0,0
MOVE_STOP,1786182358035283517,2026-08-08T19:45:58.035,0,0,0
