event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789640117194448038,2026-09-17T20:15:17.194,HandStand,30
HANDSTAND_CALL_RETURN,1789640122228385676,2026-09-17T20:15:22.228,HandStand,30
