event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789641348576225677,2026-09-17T20:35:48.576,HandStand,47
HANDSTAND_CALL_RETURN,1789641353606579847,2026-09-17T20:35:53.606,HandStand,47
