event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789641914306152301,2026-09-17T20:45:14.306,HandStand,55
HANDSTAND_CALL_RETURN,1789641919333490953,2026-09-17T20:45:19.333,HandStand,55
