event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789640649565162253,2026-09-17T20:24:09.565,HandStand,38
HANDSTAND_CALL_RETURN,1789640654596024797,2026-09-17T20:24:14.596,HandStand,38
