event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1785936620168408100,2026-08-05T23:30:20.168,0.15,0.4,1
MOVE_CALL_RETURN,1785936620168507892,2026-08-05T23:30:20.168,0.15,0.4,1
