event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786505586935572234,2026-08-12T13:33:06.935,0,0,0.12
MOVE_CALL_RETURN,1786505586935811252,2026-08-12T13:33:06.935,0,0,0.12
