event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789640435327936234,2026-09-17T20:20:35.327,HandStand,34
HANDSTAND_CALL_RETURN,1789640440368960021,2026-09-17T20:20:40.368,HandStand,34
