event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789639525527334050,2026-09-17T20:05:25.527,HandStand,23
HANDSTAND_CALL_RETURN,1789639530590320074,2026-09-17T20:05:30.590,HandStand,23
