event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789640323046342433,2026-09-17T20:18:43.046,HandStand,32
HANDSTAND_CALL_RETURN,1789640328078243038,2026-09-17T20:18:48.078,HandStand,32
