event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789640714935551843,2026-09-17T20:25:14.935,HandStand,39
HANDSTAND_CALL_RETURN,1789640719942542246,2026-09-17T20:25:19.942,HandStand,39
