event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789521964946467410,2026-09-16T11:26:04.946,HandStand,2
HANDSTAND_CALL_RETURN,1789521969954610223,2026-09-16T11:26:09.954,HandStand,2
