event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786175302067206316,2026-08-08T17:48:22.067,0.15,0,0
MOVE_STOP,1786175305083917023,2026-08-08T17:48:25.083,0,0,0
