event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789639656742436481,2026-09-17T20:07:36.742,HandStand,25
HANDSTAND_CALL_RETURN,1789639661759804169,2026-09-17T20:07:41.759,HandStand,25
