event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786183424016370042,2026-08-08T20:03:44.016,0.15,0,0
MOVE_STOP,1786183427029377799,2026-08-08T20:03:47.029,0,0,0
