event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786703086154560135,2026-08-14T20:24:46.154,0.3,0,0
MOVE_CALL_RETURN,1786703086154655009,2026-08-14T20:24:46.154,0.3,0,0
