event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789630176185326177,2026-09-17T17:29:36.185,HandStand,15
HANDSTAND_CALL_RETURN,1789630181192576034,2026-09-17T17:29:41.192,HandStand,15
