event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786703957976671343,2026-08-14T20:39:17.976,0,0,1.2
MOVE_CALL_RETURN,1786703957976767000,2026-08-14T20:39:17.976,0,0,1.2
