event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786182519046255008,2026-08-08T19:48:39.046,0.15,0,0
MOVE_STOP,1786182522058277457,2026-08-08T19:48:42.058,0,0,0
