event,wall_time_ns,timestamp_iso,vx,vy,vyaw
MOVE_START,1786251191403360332,2026-08-09T14:53:11.403,0.2,0.15,0
MOVE_STOP,1786251193404247761,2026-08-09T14:53:13.404,0,0,0
