event,wall_time_ns,timestamp_iso,mode,trial_number
HANDSTAND_START,1789641690031520564,2026-09-17T20:41:30.031,HandStand,52
HANDSTAND_CALL_RETURN,1789641695039023842,2026-09-17T20:41:35.039,HandStand,52
